old_act,old_section,old_section_title,new_act,new_section,new_section_title,mapping_type,notes
IPC,211,False charge of offence made with intent to injure,BNS,248,False charge of offence made with intent to injure,direct,"248: The upper limit of imprisonment is increased
from two years to five years and from seven
years to ten years, and the fine is defined as up
to two lakh rupees."
IPC,212,Harbouring offender,BNS,249,Harbouring offender,direct,"249: Section is reorganized in form of clauses (a),
(b) and (c) and sub-headings are dropped.
'husband or wife' is replaced by 'spouse'."
IPC,213,"Taking gift, etc., to screen an offender from punishment",BNS,250,"Taking gift, etc., to screen an offender from punishment",direct,"250: Formal change but essence is same. Section is
reorganized in form of clauses (a), (b) and (c)
and sub-headings are dropped."
IPC,214,Offering gift or restoration of property in consideration of screening offender,BNS,251,Offering gift or restoration of property in consideration of screening offender,direct,251: Ditto.
IPC,215,"Taking gift to help to recover stolen property, etc",BNS,252,"Taking gift to help to recover stolen property, etc",direct,252: No change.
IPC,216,Harbouring offender who has escaped from custody or whose apprehension has been ordered,BNS,253,Harbouring offender who has escaped from custody or whose apprehension has been ordered,direct,"253: Section is reorganized in form of clauses (a),
(b) and (c) and sub-headings are dropped.
""husband or wife"" is replaced by ""spouse""."
IPC,216A,Penalty for harbouring robbers or dacoits,BNS,254,Penalty for harbouring robbers or dacoits,direct,"254: Formal changes but essence is same-
""husband or wife"" is replaced by ""spouse""."
IPC,217,Public servant disobeying direction of law with intent to save person from punishment or property from forfeiture,BNS,255,Public servant disobeying direction of law with intent to save person from punishment or property from forfeiture,direct,255: No change.
IPC,218,Public servant framing incorrect record or writing with intent to save person from punishment or property from forfeiture,BNS,256,Public servant framing incorrect record or writing with intent to save person from punishment or property from forfeiture,direct,256: No change.
IPC,219,"Public servant in judicial proceeding corruptly making report, etc., contrary to law",BNS,257,"Public servant in judicial proceeding corruptly making report, etc., contrary to law",direct,257: No change.
IPC,220,Commitment for trial or confinement by person having authority who knows that he is acting contrary to law,BNS,258,Commitment for trial or confinement by person having authority who knows that he is acting contrary to law,direct,258: No change.
IPC,221,Intentional omission to apprehend on the part of public servant bound to apprehend,BNS,259,Intentional omission to apprehend on part of public servant bound to apprehend,direct,"259: Section is reorganized in form of clauses (a),
( b) and (c)."
IPC,222,Intentional omission to apprehend on the part of public servant bound to apprehend person under sentence or lawfully committed,BNS,260,Intentional omission to apprehend on part of public servant bound to apprehend person under sentence or lawfully committed,direct,260: Ditto.
IPC,223,Escape from confinement or custody negligently suffered by public servant,BNS,261,Escape from confinement or custody negligently suffered by public servant,direct,261: No change.
IPC,224,Resistance or obstruction by a person to his lawful apprehension,BNS,262,Resistance or obstruction by a person to his lawful apprehension,direct,262: No change.
IPC,225,Resistance or obstruction to lawful apprehension of another person,BNS,263,Resistance or obstruction to lawful apprehension of another person,direct,"263: Section is reorganized in form of clauses (a),
( b) and (c)."
IPC,225A,"Omission to apprehend, or sufferance of escape, on part of public servant, in cases not otherwise, provided for",BNS,264,"Omission to apprehend, or sufferance of escape, on part of public servant, in cases not otherwise provided for ",direct,264: No change.
IPC,225B,"Resistance or obstruction to lawful apprehension, or escape or rescue in cases not otherwise provided for",BNS,265,or to,direct,265: No change.
IPC,227,Violation of condition of remission of punishment,BNS,266,of of of,direct,266: No change.
IPC,228,Intentional insult or interruption to public servant sitting in judicial proceeding,BNS,267,Intentional insult or interruption to public servant sitting in judicial proceeding,direct,"267: Upper limit of fine is increased from one
thousand to five thousand rupees."
IPC,229,Personation of a juror or assessor,BNS,268,Personation of assessor,direct,"268: In heading ""Personation of assessor"" is used
in place of ""juror or assessor"" and word
""juryman"" is excluded."
IPC,229A,Failure by person released on bail or bond to appear in Court,BNS,269,by,direct,269: No change.
IPC,268,Public nuisance,BNS,270,Public nuisance,direct,"270: Two paragraphs were merged together with
the help of the coordinating conjunction ""but""."
IPC,269,Negligent act likely to spread infection of disease dangerous to life,BNS,271,Negligent act likely to spread infection of disease dangerous to life,direct,271: No change.
IPC,270,Malignant act likely to spread infection of disease dangerous to life,BNS,272,M alignant act likely to spread infection of diseasedangerous to life,direct,272: No change.
IPC,271,Disobedience to quarantine rule,BNS,273,Disobedience to quarantine rule,direct,"273: Word ""vessel"" is replaced by the phrase
""mode of transport etc."""
IPC,272,Adulteration of food or drink intended for sale,BNS,274,Adulteration of food or drink intended for sale,direct,"274: Upper limit of fine is increased from one
thousand to five thousand rupees."
IPC,273,Sale of noxious food or drink,BNS,275,Sale of noxious food or drink,direct,"275: Upper limit of fine is increased from one
thousand to five thousand rupees."
IPC,274,Adulteration of drugs,BNS,276,Adulteration of drugs,direct,"276: Upper limit of imprisonment is increased from
six months to one years and fine is increased
from one thousand to five thousand rupees."
IPC,275,Sale of adulterated drugs,BNS,277,Sale of adulterated drugs,direct,"277: Upper limit of fine is increased from one
thousand to five thousand rupees."
IPC,276,Sale of drug as a different drug or preparation,BNS,278,Sale of drug as a different drug or preparation,direct,"278: The upper limit of fine is increased from one
thousand to five thousand rupees."
IPC,277,Fouling water of public spring or reservoir,BNS,279,Fouling water of public spring or reservoir,direct,"279: The upper limit of the imprisonment is
increased from three months to six months
and fine is increased from five hundred to five
thousand rupees."
IPC,278,Making atmosphere noxious to health,BNS,280,Making atmosphere noxious to health,direct,"280: The upper limit of the fine is increased from
five hundred to one thousand rupees."
IPC,279,Rash driving or riding on a public way,BNS,281,Rash driving or riding on a public way,direct,281: No change.
IPC,280,Rash navigation of vessel,BNS,282,Rash navigation of vessel,direct,"282: The upper limit of the fine has been increased
from one thousand to ten thousand rupees.
."
IPC,281,"Exhibition of false light, mark or buoy",BNS,283,"Exhibition of false light, mark or buoy",direct,"283: Fine is added as punishment in addition to
imprisonment rupees ten thousand is fixed as
lower limit of fine. Word ""and"" has replaced
""or""."
IPC,282,Conveying person by water for hire in unsafe or overloaded vessel,BNS,284,Conveying person by water for hire in unsafe or overloaded vessel,direct,"284: The upper limit of the fine is increased from
one thousand to five thousand rupees."
IPC,283,Danger or obstruction in public way or line of navigation,BNS,285,Danger or obstruction in public way or line of navigation,direct,"285: The upper limit of the fine is increased from
two hundred to five thousand rupees."
IPC,284,Negligent conduct with respect to poisonous substance,BNS,286,Negligent conduct with respect to poisonous substance,direct,"286: The upper limit of the fine is increased from
one thousand to five thousand rupees."
IPC,285,Negligent conduct with respect to fire or combustible matter,BNS,287,Negligent conduct with respect to fire or combustible matter,direct,"287: The upper limit of the fine is increased from
one thousand to two thousand rupees."
IPC,286,Negligent conduct with respect to explosive substance,BNS,288,Negligent conduct with respect to explosive substance,direct,"288: The upper limit of the fine is increased from
one thousand to five thousand rupees."
